,Average Energy per spin $E/N$,Specific Heat per spin $C_V/N$,Average Magnetization per spin $M/N$,Susceptibility per spin $var(M)/N$,Average |Magnetization| per spin $|M|/N$,Variance of |Magnetization| per spin $var(|M|)/N$,Number of accepted configurations
0,-1.74540999375,0.720517516949,0.91128029375,0.381527175824,0.91128029375,0.381527175824,50662546
1,-1.706925525,0.843054529978,0.89288671875,0.577903766387,0.89288671875,0.577903766387,59213475
2,-1.662138575,0.954515845942,0.868694375,0.951752736905,0.868694375,0.951752736905,69357752
3,-1.6089953125,1.16139382572,0.834922646875,1.84115334852,0.834922646875,1.84115334852,81577686
4,-1.546047225,1.39217622866,0.78494495625,3.89012086213,0.78494495625,3.89012086213,96319289
5,-1.46502660625,1.8451535199,0.68698893125,14.9827815893,0.68698893125,14.9827815893,115619012
6,-1.35061350625,2.11008517571,0.190053825,395.454242123,0.37847615,97.3707924628,143161080
